corpus_id,canonical_entity,alias,entity_type,source_file,unit_no,locator_type,match_start,match_end,context,unit_sha1
GCI-HOLD-0003,炎帝,炎帝,FOUNDER/HOUSE/TITLE,01史记.txt,4,line,155,157,轩辕乃习用干戈，以征不享，诸侯咸来宾从。而蚩尤最为暴，莫能伐。炎帝欲侵陵诸侯，诸侯咸归轩辕。轩辕乃修德振兵，治五气，蓺五种，抚万民，度四方，教熊罴貔貅貙虎，以与炎帝战於阪泉之野。三战，然后得其志。蚩尤作乱，不用帝命。於是黄帝乃徵师诸侯，与蚩尤战於涿鹿之野，遂禽杀蚩尤。而诸侯咸尊轩辕为天子，代神农氏，是为黄帝。天下有不顺者，,a7898061207f1dd64627535d4e6924002d60c788
GCI-HOLD-0003,阪泉,阪泉,PLACE/POLITY,01史记.txt,4,line,159,161,用干戈，以征不享，诸侯咸来宾从。而蚩尤最为暴，莫能伐。炎帝欲侵陵诸侯，诸侯咸归轩辕。轩辕乃修德振兵，治五气，蓺五种，抚万民，度四方，教熊罴貔貅貙虎，以与炎帝战於阪泉之野。三战，然后得其志。蚩尤作乱，不用帝命。於是黄帝乃徵师诸侯，与蚩尤战於涿鹿之野，遂禽杀蚩尤。而诸侯咸尊轩辕为天子，代神农氏，是为黄帝。天下有不顺者，黄帝从而,a7898061207f1dd64627535d4e6924002d60c788
GCI-HOLD-0003,蚩尤,蚩尤,POLITICAL_LABEL/HOLDER?,01史记.txt,4,line,173,175,从。而蚩尤最为暴，莫能伐。炎帝欲侵陵诸侯，诸侯咸归轩辕。轩辕乃修德振兵，治五气，蓺五种，抚万民，度四方，教熊罴貔貅貙虎，以与炎帝战於阪泉之野。三战，然后得其志。蚩尤作乱，不用帝命。於是黄帝乃徵师诸侯，与蚩尤战於涿鹿之野，遂禽杀蚩尤。而诸侯咸尊轩辕为天子，代神农氏，是为黄帝。天下有不顺者，黄帝从而征之，平者去之，披山通道，未,a7898061207f1dd64627535d4e6924002d60c788
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,4,line,185,187,。炎帝欲侵陵诸侯，诸侯咸归轩辕。轩辕乃修德振兵，治五气，蓺五种，抚万民，度四方，教熊罴貔貅貙虎，以与炎帝战於阪泉之野。三战，然后得其志。蚩尤作乱，不用帝命。於是黄帝乃徵师诸侯，与蚩尤战於涿鹿之野，遂禽杀蚩尤。而诸侯咸尊轩辕为天子，代神农氏，是为黄帝。天下有不顺者，黄帝从而征之，平者去之，披山通道，未尝宁居。,a7898061207f1dd64627535d4e6924002d60c788
GCI-HOLD-0003,蚩尤,蚩尤,POLITICAL_LABEL/HOLDER?,01史记.txt,4,line,194,196,诸侯咸归轩辕。轩辕乃修德振兵，治五气，蓺五种，抚万民，度四方，教熊罴貔貅貙虎，以与炎帝战於阪泉之野。三战，然后得其志。蚩尤作乱，不用帝命。於是黄帝乃徵师诸侯，与蚩尤战於涿鹿之野，遂禽杀蚩尤。而诸侯咸尊轩辕为天子，代神农氏，是为黄帝。天下有不顺者，黄帝从而征之，平者去之，披山通道，未尝宁居。,a7898061207f1dd64627535d4e6924002d60c788
GCI-HOLD-0003,涿鹿,涿鹿,PLACE,01史记.txt,4,line,198,200,轩辕。轩辕乃修德振兵，治五气，蓺五种，抚万民，度四方，教熊罴貔貅貙虎，以与炎帝战於阪泉之野。三战，然后得其志。蚩尤作乱，不用帝命。於是黄帝乃徵师诸侯，与蚩尤战於涿鹿之野，遂禽杀蚩尤。而诸侯咸尊轩辕为天子，代神农氏，是为黄帝。天下有不顺者，黄帝从而征之，平者去之，披山通道，未尝宁居。,a7898061207f1dd64627535d4e6924002d60c788
GCI-HOLD-0003,蚩尤,蚩尤,POLITICAL_LABEL/HOLDER?,01史记.txt,4,line,206,208,振兵，治五气，蓺五种，抚万民，度四方，教熊罴貔貅貙虎，以与炎帝战於阪泉之野。三战，然后得其志。蚩尤作乱，不用帝命。於是黄帝乃徵师诸侯，与蚩尤战於涿鹿之野，遂禽杀蚩尤。而诸侯咸尊轩辕为天子，代神农氏，是为黄帝。天下有不顺者，黄帝从而征之，平者去之，披山通道，未尝宁居。,a7898061207f1dd64627535d4e6924002d60c788
GCI-HOLD-0003,黄帝,轩辕,HOLDER/NAME,01史记.txt,4,line,214,216,五种，抚万民，度四方，教熊罴貔貅貙虎，以与炎帝战於阪泉之野。三战，然后得其志。蚩尤作乱，不用帝命。於是黄帝乃徵师诸侯，与蚩尤战於涿鹿之野，遂禽杀蚩尤。而诸侯咸尊轩辕为天子，代神农氏，是为黄帝。天下有不顺者，黄帝从而征之，平者去之，披山通道，未尝宁居。,a7898061207f1dd64627535d4e6924002d60c788
GCI-HOLD-0003,神农,神农,HOLDER/HOUSE/TITLE,01史记.txt,4,line,221,223,度四方，教熊罴貔貅貙虎，以与炎帝战於阪泉之野。三战，然后得其志。蚩尤作乱，不用帝命。於是黄帝乃徵师诸侯，与蚩尤战於涿鹿之野，遂禽杀蚩尤。而诸侯咸尊轩辕为天子，代神农氏，是为黄帝。天下有不顺者，黄帝从而征之，平者去之，披山通道，未尝宁居。,a7898061207f1dd64627535d4e6924002d60c788
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,4,line,227,229,罴貔貅貙虎，以与炎帝战於阪泉之野。三战，然后得其志。蚩尤作乱，不用帝命。於是黄帝乃徵师诸侯，与蚩尤战於涿鹿之野，遂禽杀蚩尤。而诸侯咸尊轩辕为天子，代神农氏，是为黄帝。天下有不顺者，黄帝从而征之，平者去之，披山通道，未尝宁居。,a7898061207f1dd64627535d4e6924002d60c788
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,4,line,237,239,战於阪泉之野。三战，然后得其志。蚩尤作乱，不用帝命。於是黄帝乃徵师诸侯，与蚩尤战於涿鹿之野，遂禽杀蚩尤。而诸侯咸尊轩辕为天子，代神农氏，是为黄帝。天下有不顺者，黄帝从而征之，平者去之，披山通道，未尝宁居。,a7898061207f1dd64627535d4e6924002d60c788
GCI-HOLD-0003,涿鹿,涿鹿,PLACE,01史记.txt,5,line,46,48,东至于海，登丸山，及岱宗。西至于空桐，登鸡头。南至于江，登熊、湘。北逐荤粥，合符釜山，而邑于涿鹿之阿。迁徙往来无常处，以师兵为营卫。官名皆以云命，为云师。置左右大监，监于万国。万国和，而鬼神山川封禅与为多焉。获宝鼎，迎日推筴。举风后、力牧、常先、大鸿以治民,9c9125452c7050087f4342cb32990f952afa9744
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,5,line,199,201,、常先、大鸿以治民。顺天地之纪，幽明之占，死生之说，存亡之难。时播百穀草木，淳化鸟兽虫蛾，旁罗日月星辰水波土石金玉，劳勤心力耳目，节用水火材物。有土德之瑞，故号黄帝。,9c9125452c7050087f4342cb32990f952afa9744
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,6,line,0,2,黄帝二十五子，其得姓者十四人。,421f5a62006e6fd006d7b04dbf54eb32a3722162
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,7,line,0,2,黄帝居轩辕之丘，而娶於西陵之女，是为嫘祖。嫘祖为黄帝正妃，生二子，其后皆有天下：其一曰玄嚣，是为青阳，青阳降居江水；其二曰昌意，降居若水。昌意娶蜀山氏女，曰昌仆，生,e06933324cd51db8702490660af1c81c782f9697
GCI-HOLD-0003,黄帝,轩辕,HOLDER/NAME,01史记.txt,7,line,3,5,黄帝居轩辕之丘，而娶於西陵之女，是为嫘祖。嫘祖为黄帝正妃，生二子，其后皆有天下：其一曰玄嚣，是为青阳，青阳降居江水；其二曰昌意，降居若水。昌意娶蜀山氏女，曰昌仆，生高阳，,e06933324cd51db8702490660af1c81c782f9697
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,7,line,24,26,黄帝居轩辕之丘，而娶於西陵之女，是为嫘祖。嫘祖为黄帝正妃，生二子，其后皆有天下：其一曰玄嚣，是为青阳，青阳降居江水；其二曰昌意，降居若水。昌意娶蜀山氏女，曰昌仆，生高阳，高阳有圣德焉。黄帝崩，葬桥山。其孙昌意之子,e06933324cd51db8702490660af1c81c782f9697
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,7,line,92,94,陵之女，是为嫘祖。嫘祖为黄帝正妃，生二子，其后皆有天下：其一曰玄嚣，是为青阳，青阳降居江水；其二曰昌意，降居若水。昌意娶蜀山氏女，曰昌仆，生高阳，高阳有圣德焉。黄帝崩，葬桥山。其孙昌意之子高阳立，是为帝颛顼也。,e06933324cd51db8702490660af1c81c782f9697
GCI-HOLD-0003,颛顼,颛顼,HOLDER/HOUSE,01史记.txt,7,line,113,115,其后皆有天下：其一曰玄嚣，是为青阳，青阳降居江水；其二曰昌意，降居若水。昌意娶蜀山氏女，曰昌仆，生高阳，高阳有圣德焉。黄帝崩，葬桥山。其孙昌意之子高阳立，是为帝颛顼也。,e06933324cd51db8702490660af1c81c782f9697
GCI-HOLD-0003,颛顼,颛顼,HOLDER/HOUSE,01史记.txt,8,line,1,3,帝颛顼高阳者，黄帝之孙而昌意之子也。静渊以有谋，疏通而知事；养材以任地，载时以象天，依鬼神以制义，治气以教化，絜诚以祭祀。北至于幽陵，南至于交阯，西至于流沙，东至于蟠,91e42db7d7c9325e5f091a23a968b54187410e54
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,8,line,7,9,帝颛顼高阳者，黄帝之孙而昌意之子也。静渊以有谋，疏通而知事；养材以任地，载时以象天，依鬼神以制义，治气以教化，絜诚以祭祀。北至于幽陵，南至于交阯，西至于流沙，东至于蟠木。动静之物,91e42db7d7c9325e5f091a23a968b54187410e54
GCI-HOLD-0003,颛顼,颛顼,HOLDER/HOUSE,01史记.txt,9,line,1,3,帝颛顼生子曰穷蝉。颛顼崩，而玄嚣之孙高辛立，是为帝喾。,b894b45ff31ab7b37d05c1c0816766dafeaac599
GCI-HOLD-0003,颛顼,颛顼,HOLDER/HOUSE,01史记.txt,9,line,9,11,帝颛顼生子曰穷蝉。颛顼崩，而玄嚣之孙高辛立，是为帝喾。,b894b45ff31ab7b37d05c1c0816766dafeaac599
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,10,line,6,8,帝喾高辛者，黄帝之曾孙也。高辛父曰蟜极，蟜极父曰玄嚣，玄嚣父曰黄帝。自玄嚣与蟜极皆不得在位，至高辛即帝位。高辛於颛顼为族子。,f2d7f1bb7cacdd4053c1edca71ddafc0aff9b2cf
GCI-HOLD-0003,黄帝,黄帝,FOUNDER/HOUSE/OFFICE,01史记.txt,10,line,31,33,帝喾高辛者，黄帝之曾孙也。高辛父曰蟜极，蟜极父曰玄嚣，玄嚣父曰黄帝。自玄嚣与蟜极皆不得在位，至高辛即帝位。高辛於颛顼为族子。,f2d7f1bb7cacdd4053c1edca71ddafc0aff9b2cf
GCI-HOLD-0003,颛顼,颛顼,HOLDER/HOUSE,01史记.txt,10,line,56,58,帝喾高辛者，黄帝之曾孙也。高辛父曰蟜极，蟜极父曰玄嚣，玄嚣父曰黄帝。自玄嚣与蟜极皆不得在位，至高辛即帝位。高辛於颛顼为族子。,f2d7f1bb7cacdd4053c1edca71ddafc0aff9b2cf
GCI-HOLD-0003,共工,共工,HOLDER/HOUSE/TITLE,01史记.txt,15,line,52,54,尧曰：“谁可顺此事？”放齐曰：“嗣子丹朱开明。”尧曰：“吁！顽凶，不用。”尧又曰：“谁可者？”讙兜曰：“共工旁聚布功，可用。”尧曰：“共工善言，其用僻，似恭漫天，不可。”尧又曰：“嗟，四岳，汤汤洪水滔天，浩浩怀山襄陵，下民其忧，有能使治者？”皆曰鲧可。尧曰：“鲧负命毁,456a1884344256e05829e09937f6ba1790f2d60f
GCI-HOLD-0003,共工,共工,HOLDER/HOUSE/TITLE,01史记.txt,15,line,67,69,尧曰：“谁可顺此事？”放齐曰：“嗣子丹朱开明。”尧曰：“吁！顽凶，不用。”尧又曰：“谁可者？”讙兜曰：“共工旁聚布功，可用。”尧曰：“共工善言，其用僻，似恭漫天，不可。”尧又曰：“嗟，四岳，汤汤洪水滔天，浩浩怀山襄陵，下民其忧，有能使治者？”皆曰鲧可。尧曰：“鲧负命毁族，不可。”岳曰：“异哉，试不,456a1884344256e05829e09937f6ba1790f2d60f
GCI-HOLD-0003,鲧,鲧,HOLDER,01史记.txt,15,line,123,124,可者？”讙兜曰：“共工旁聚布功，可用。”尧曰：“共工善言，其用僻，似恭漫天，不可。”尧又曰：“嗟，四岳，汤汤洪水滔天，浩浩怀山襄陵，下民其忧，有能使治者？”皆曰鲧可。尧曰：“鲧负命毁族，不可。”岳曰：“异哉，试不可用而已。”尧於是听岳用鲧。九岁，功用不成。,456a1884344256e05829e09937f6ba1790f2d60f
GCI-HOLD-0003,鲧,鲧,HOLDER,01史记.txt,15,line,130,131,：“共工旁聚布功，可用。”尧曰：“共工善言，其用僻，似恭漫天，不可。”尧又曰：“嗟，四岳，汤汤洪水滔天，浩浩怀山襄陵，下民其忧，有能使治者？”皆曰鲧可。尧曰：“鲧负命毁族，不可。”岳曰：“异哉，试不可用而已。”尧於是听岳用鲧。九岁，功用不成。,456a1884344256e05829e09937f6ba1790f2d60f
GCI-HOLD-0003,鲧,鲧,HOLDER,01史记.txt,15,line,161,162,不可。”尧又曰：“嗟，四岳，汤汤洪水滔天，浩浩怀山襄陵，下民其忧，有能使治者？”皆曰鲧可。尧曰：“鲧负命毁族，不可。”岳曰：“异哉，试不可用而已。”尧於是听岳用鲧。九岁，功用不成。,456a1884344256e05829e09937f6ba1790f2d60f
GCI-HOLD-0003,共工,共工,HOLDER/HOUSE/TITLE,01史记.txt,18,line,4,6,讙兜进言共工，尧曰不可而试之工师，共工果淫辟。四岳举鲧治鸿水，尧以为不可，岳彊请试之，试之而无功，故百姓不便。三苗在江淮、荆州数为乱。於是舜归而言於帝，请流共工於幽陵，以变,ceaf3575d48c187249f2ba0c9089b9c24adccdfe
GCI-HOLD-0003,共工,共工,HOLDER/HOUSE/TITLE,01史记.txt,18,line,17,19,讙兜进言共工，尧曰不可而试之工师，共工果淫辟。四岳举鲧治鸿水，尧以为不可，岳彊请试之，试之而无功，故百姓不便。三苗在江淮、荆州数为乱。於是舜归而言於帝，请流共工於幽陵，以变北狄；放驩兜於崇山，以变南,ceaf3575d48c187249f2ba0c9089b9c24adccdfe
GCI-HOLD-0003,鲧,鲧,HOLDER,01史记.txt,18,line,26,27,讙兜进言共工，尧曰不可而试之工师，共工果淫辟。四岳举鲧治鸿水，尧以为不可，岳彊请试之，试之而无功，故百姓不便。三苗在江淮、荆州数为乱。於是舜归而言於帝，请流共工於幽陵，以变北狄；放驩兜於崇山，以变南蛮；迁三苗於三危,ceaf3575d48c187249f2ba0c9089b9c24adccdfe
GCI-HOLD-0003,共工,共工,HOLDER/HOUSE/TITLE,01史记.txt,18,line,78,80,讙兜进言共工，尧曰不可而试之工师，共工果淫辟。四岳举鲧治鸿水，尧以为不可，岳彊请试之，试之而无功，故百姓不便。三苗在江淮、荆州数为乱。於是舜归而言於帝，请流共工於幽陵，以变北狄；放驩兜於崇山，以变南蛮；迁三苗於三危，以变西戎；殛鲧於羽山，以变东夷：四罪而天下咸服。,ceaf3575d48c187249f2ba0c9089b9c24adccdfe
GCI-HOLD-0003,鲧,鲧,HOLDER,01史记.txt,18,line,114,115,不可，岳彊请试之，试之而无功，故百姓不便。三苗在江淮、荆州数为乱。於是舜归而言於帝，请流共工於幽陵，以变北狄；放驩兜於崇山，以变南蛮；迁三苗於三危，以变西戎；殛鲧於羽山，以变东夷：四罪而天下咸服。,ceaf3575d48c187249f2ba0c9089b9c24adccdfe
GCI-HOLD-0003,颛顼,颛顼,HOLDER/HOUSE,01史记.txt,20,line,49,51,虞舜者，名曰重华。重华父曰瞽叟，瞽叟父曰桥牛，桥牛父曰句望，句望父曰敬康，敬康父曰穷蝉，穷蝉父曰帝颛顼，颛顼父曰昌意：以至舜七世矣。自从穷蝉以至帝舜，皆微为庶人。,3b6789c8a76362189f3cc1b512b7f7a4d10a9aa5
GCI-HOLD-0003,颛顼,颛顼,HOLDER/HOUSE,01史记.txt,20,line,52,54,虞舜者，名曰重华。重华父曰瞽叟，瞽叟父曰桥牛，桥牛父曰句望，句望父曰敬康，敬康父曰穷蝉，穷蝉父曰帝颛顼，颛顼父曰昌意：以至舜七世矣。自从穷蝉以至帝舜，皆微为庶人。,3b6789c8a76362189f3cc1b512b7f7a4d10a9aa5
GCI-HOLD-0003,后土,后土,OFFICE/DEITY/HOLDER,01史记.txt,24,line,71,73,昔高阳氏有才子八人，世得其利，谓之“八恺”。高辛氏有才子八人，世谓之“八元”。此十六族者，世济其美，不陨其名。至於尧，尧未能举。舜举八恺，使主后土，以揆百事，莫不时序。举八元，使布五教于四方，父义，母慈，兄友，弟恭，子孝，内平外成。,bdf8deafe7235d161addd365e17c68dd246129cb
GCI-HOLD-0003,帝鸿,帝鸿氏,HOUSE,01史记.txt,25,line,1,4,昔帝鸿氏有不才子，掩义隐贼，好行凶慝，天下谓之浑沌。少皞氏有不才子，毁信恶忠，崇饰恶言，天下谓之穷奇。颛顼氏有不才子，不可教训，不知话言，天下谓之梼杌。此三族世忧之。至,f7d4890d7b9abaa812103603f70f9a34539d24ba
GCI-HOLD-0003,少昊,少皞,ORTHOGRAPHIC_ALIAS,01史记.txt,25,line,26,28,昔帝鸿氏有不才子，掩义隐贼，好行凶慝，天下谓之浑沌。少皞氏有不才子，毁信恶忠，崇饰恶言，天下谓之穷奇。颛顼氏有不才子，不可教训，不知话言，天下谓之梼杌。此三族世忧之。至于尧，尧未能去。缙云氏有不才子，贪于饮食，冒于货,f7d4890d7b9abaa812103603f70f9a34539d24ba
GCI-HOLD-0003,颛顼,颛顼,HOLDER/HOUSE,01史记.txt,25,line,51,53,昔帝鸿氏有不才子，掩义隐贼，好行凶慝，天下谓之浑沌。少皞氏有不才子，毁信恶忠，崇饰恶言，天下谓之穷奇。颛顼氏有不才子，不可教训，不知话言，天下谓之梼杌。此三族世忧之。至于尧，尧未能去。缙云氏有不才子，贪于饮食，冒于货贿，天下谓之饕餮。天下恶之，比之三凶。舜宾於四门，,f7d4890d7b9abaa812103603f70f9a34539d24ba
GCI-HOLD-0003,缙云,缙云氏,POLITY/OFFICE/HOUSE,01史记.txt,25,line,92,95,贼，好行凶慝，天下谓之浑沌。少皞氏有不才子，毁信恶忠，崇饰恶言，天下谓之穷奇。颛顼氏有不才子，不可教训，不知话言，天下谓之梼杌。此三族世忧之。至于尧，尧未能去。缙云氏有不才子，贪于饮食，冒于货贿，天下谓之饕餮。天下恶之，比之三凶。舜宾於四门，乃流四凶族，迁于四裔，以御螭魅，於是四门辟，言毋凶人也。,f7d4890d7b9abaa812103603f70f9a34539d24ba
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,26,line,75,76,舜入于大麓，烈风雷雨不迷，尧乃知舜之足授天下。尧老，使舜摄行天子政，巡狩。舜得举用事二十年，而尧使摄政。摄政八年而尧崩。三年丧毕，让丹朱，天下归舜。而禹、皋陶、契、后稷、伯夷、夔、龙、倕、益、彭祖自尧时而皆举用，未有分职。於是舜乃至於文祖，谋于四岳，辟四门，明通四方耳目，命十二牧论帝德，行厚德，远佞人，则蛮夷率,2a6acfe2b308c1ab1bb5ce5daa0eb36daf8e0a33
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,26,line,187,188,有分职。於是舜乃至於文祖，谋于四岳，辟四门，明通四方耳目，命十二牧论帝德，行厚德，远佞人，则蛮夷率服。舜谓四岳曰：“有能奋庸美尧之事者，使居官相事？”皆曰：“伯禹为司空，可美帝功。”舜曰：“嗟，然！禹，汝平水土，维是勉哉。”禹拜稽首，让於稷、契与皋陶。舜曰：“然，往矣。”舜曰：“弃，黎民始饥，汝后稷播时百穀。”舜曰：“契,2a6acfe2b308c1ab1bb5ce5daa0eb36daf8e0a33
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,26,line,206,207,四门，明通四方耳目，命十二牧论帝德，行厚德，远佞人，则蛮夷率服。舜谓四岳曰：“有能奋庸美尧之事者，使居官相事？”皆曰：“伯禹为司空，可美帝功。”舜曰：“嗟，然！禹，汝平水土，维是勉哉。”禹拜稽首，让於稷、契与皋陶。舜曰：“然，往矣。”舜曰：“弃，黎民始饥，汝后稷播时百穀。”舜曰：“契，百姓不亲，五品不驯，汝为司徒，而敬敷,2a6acfe2b308c1ab1bb5ce5daa0eb36daf8e0a33
GCI-HOLD-0003,禹,禹,HOLDER,01史记.txt,26,line,219,220,牧论帝德，行厚德，远佞人，则蛮夷率服。舜谓四岳曰：“有能奋庸美尧之事者，使居官相事？”皆曰：“伯禹为司空，可美帝功。”舜曰：“嗟，然！禹，汝平水土，维是勉哉。”禹拜稽首，让於稷、契与皋陶。舜曰：“然，往矣。”舜曰：“弃，黎民始饥，汝后稷播时百穀。”舜曰：“契，百姓不亲，五品不驯，汝为司徒，而敬敷五教，在宽。”舜曰：“皋陶,2a6acfe2b308c1ab1bb5ce5daa0eb36daf8e0a33
GCI-HOLD-0003,共工,共工,HOLDER/HOUSE/TITLE,01史记.txt,26,line,362,364,徒，而敬敷五教，在宽。”舜曰：“皋陶，蛮夷猾夏，寇贼奸轨，汝作士，五刑有服，五服三就；五流有度，五度三居：维明能信。”舜曰：“谁能驯予工？”皆曰垂可。於是以垂为共工。舜曰：“谁能驯予上下草木鸟兽？”皆曰益可。於是以益为朕虞。益拜稽首，让于诸臣朱虎、熊罴。舜曰：“往矣，汝谐。”遂以朱虎、熊罴为佐。舜曰：“嗟！四岳，有能典朕三,2a6acfe2b308c1ab1bb5ce5daa0eb36daf8e0a33
